CO_ANO,SG_UF_MUN,CO_MUN,VL_EXPORT,VL_IMPORT,SALDO_COMERCIAL
2025,AM,1302900,7600.0,2310.0,5290.0
2025,AM,1303106,26011.0,252.0,25759.0
2025,AM,1303403,25458.0,4474.0,20984.0
2025,AM,1303502,0.0,748.0,-748.0
2025,AM,1303536,10491353.0,31521.0,10459832.0
2025,AM,1303569,0.0,32982.0,-32982.0
2025,AM,1303809,0.0,1954.0,-1954.0
2025,AM,1304005,10.0,3953.0,-3943.0
2025,AM,1304062,4160.0,3900.0,260.0
2025,AM,1304104,187972.0,0.0,187972.0
2025,AM,1304203,260480.0,6948.0,253532.0
2025,AM,1304302,193988.0,0.0,193988.0
2025,AP,1600055,66780.0,0.0,66780.0
2025,AP,1600303,23.0,22550.0,-22527.0
2025,AP,1600402,86314.0,0.0,86314.0
2025,AP,1600501,3340.0,5408.0,-2068.0
2025,AP,1600535,23427.0,0.0,23427.0
2025,AP,1600600,443.0,27560.0,-27117.0
2025,BA,2900207,0.0,852.0,-852.0
2025,BA,2900504,126155.0,0.0,126155.0
2025,BA,2900702,23456.0,257.0,23199.0
2025,BA,2900801,113058.0,7925.0,105133.0
2025,BA,2901007,150561.0,19089.0,131472.0
2025,BA,2901106,317.0,196334.0,-196017.0
2025,BA,2901353,0.0,1500.0,-1500.0
2025,BA,2901809,15031.0,0.0,15031.0
2025,BA,2902609,47459.0,1977.0,45482.0
2025,BA,2902708,0.0,18762.0,-18762.0
2025,BA,2902807,0.0,55339.0,-55339.0
2025,BA,2903201,20590.0,8729.0,11861.0
2025,BA,2903276,21138.0,1980.0,19158.0
2025,BA,2903409,17352.0,0.0,17352.0
2025,BA,2903904,151262.0,3236.0,148026.0
2025,BA,2904100,61359.0,0.0,61359.0
2025,BA,2904506,55733.0,25.0,55708.0
2025,BA,2904605,66621.0,222.0,66399.0
2025,BA,2904902,1014008.0,724.0,1013284.0
2025,BA,2905206,857532.0,13444.0,844088.0
2025,BA,2905503,17080.0,0.0,17080.0
2025,BA,2905602,0.0,15770.0,-15770.0
2025,BA,2905701,60570.0,24.0,60546.0
2025,BA,2905800,209490.0,0.0,209490.0
2025,BA,2906006,784501.0,6550.0,777951.0
2025,BA,2906501,114741.0,112590.0,2151.0
2025,BA,2906709,0.0,8327.0,-8327.0
2025,BA,2906907,194963.0,22955.0,172008.0
2025,BA,2907202,1482394.0,52137.0,1430257.0
2025,BA,2907301,57463.0,13879.0,43584.0
2025,BA,2907509,2507.0,1236.0,1271.0
2025,BA,2907558,11153.0,0.0,11153.0
2025,BA,2907806,0.0,8900.0,-8900.0
2025,BA,2908101,1950498.0,1611.0,1948887.0
2025,BA,2908200,0.0,21456.0,-21456.0
2025,BA,2908309,93842.0,0.0,93842.0
2025,BA,2908408,24576.0,1800.0,22776.0
2025,BA,2908507,25701.0,436755.0,-411054.0
2025,BA,2908606,538076.0,91416.0,446660.0
2025,BA,2908705,3042.0,0.0,3042.0
2025,BA,2908903,600.0,4635.0,-4035.0
2025,BA,2909307,599803.0,9032.0,590771.0
2025,BA,2909802,902350.0,3780.0,898570.0
2025,BA,2909901,135653.0,0.0,135653.0
2025,BA,2910057,362038.0,427248.0,-65210.0
2025,BA,2910503,0.0,684.0,-684.0
2025,BA,2910602,114950.0,169266.0,-54316.0
2025,BA,2910727,3148026.0,1826.0,3146200.0
2025,BA,2910800,164659.0,239900.0,-75241.0
2025,BA,2911105,4019690.0,67582.0,3952108.0
2025,BA,2911204,155608.0,20.0,155588.0
2025,BA,2911303,0.0,5217.0,-5217.0
2025,BA,2911402,262056.0,48101.0,213955.0
2025,BA,2911600,26000.0,54050.0,-28050.0
2025,BA,2911709,0.0,20539.0,-20539.0
2025,BA,2912202,0.0,302400.0,-302400.0
2025,BA,2912301,0.0,25612.0,-25612.0
2025,BA,2912400,0.0,114228.0,-114228.0
2025,BA,2912905,45626.0,0.0,45626.0
2025,BA,2913002,42737.0,0.0,42737.0
2025,BA,2913606,8489880.0,51893.0,8437987.0
2025,BA,2913705,53328.0,0.0,53328.0
2025,BA,2914000,458.0,79510.0,-79052.0
2025,BA,2914109,49920.0,0.0,49920.0
2025,BA,2914406,186686.0,209.0,186477.0
2025,BA,2914505,0.0,85.0,-85.0
2025,BA,2914604,0.0,4111.0,-4111.0
2025,BA,2914653,8730.0,1755.0,6975.0
2025,BA,2914703,244524.0,100.0,244424.0
2025,BA,2914802,158600.0,221.0,158379.0
2025,BA,2915205,17198127.0,23207.0,17174920.0
2025,BA,2915304,2698.0,1134.0,1564.0
2025,BA,2915353,0.0,45.0,-45.0
2025,BA,2915403,10512.0,0.0,10512.0
2025,BA,2915502,656.0,229582.0,-228926.0
2025,BA,2915809,43826.0,59528.0,-15702.0
2025,BA,2916302,30468.0,0.0,30468.0
2025,BA,2916401,3378.0,688.0,2690.0
2025,BA,2916500,0.0,23863.0,-23863.0
2025,BA,2916807,30772.0,0.0,30772.0
2025,BA,2916856,415.0,54794.0,-54379.0
2025,BA,2917300,93047.0,0.0,93047.0
2025,BA,2917359,1322028.0,42.0,1321986.0
2025,BA,2917508,39689292.0,48258.0,39641034.0
2025,BA,2917706,75445.0,1007.0,74438.0
2025,BA,2917805,56110.0,39055.0,17055.0
2025,BA,2917904,1012.0,0.0,1012.0
2025,BA,2918001,3931.0,1990.0,1941.0
2025,BA,2918100,46822.0,0.0,46822.0
2025,BA,2918357,0.0,2528046.0,-2528046.0
2025,BA,2918407,18524.0,47080.0,-28556.0
2025,BA,2919157,18312.0,1376495.0,-1358183.0
2025,BA,2919207,47584.0,10196.0,37388.0
2025,BA,2919306,1800.0,0.0,1800.0
2025,BA,2919405,0.0,15.0,-15.0
2025,BA,2919504,76734.0,0.0,76734.0
2025,BA,2919553,40272207.0,3518.0,40268689.0
2025,BA,2919603,15381.0,0.0,15381.0
2025,BA,2919801,2060.0,30960.0,-28900.0
2025,BA,2919926,58704.0,258700.0,-199996.0
2025,BA,2920007,30660.0,0.0,30660.0
2025,BA,2920304,0.0,555.0,-555.0
2025,BA,2920502,125249.0,960.0,124289.0
2025,BA,2920601,0.0,75921.0,-75921.0
2025,BA,2920700,0.0,464.0,-464.0
2025,BA,2921005,0.0,203564.0,-203564.0
2025,BA,2921104,9343.0,141000.0,-131657.0
2025,BA,2921203,279087.0,12600.0,266487.0
2025,BA,2921302,92950.0,0.0,92950.0
2025,BA,2921401,30868.0,0.0,30868.0
2025,BA,2921708,0.0,2.0,-2.0
2025,BA,2921906,372489.0,24198.0,348291.0
2025,BA,2922003,28701203.0,18600.0,28682603.0
2025,BA,2922052,53568.0,2520.0,51048.0
2025,BA,2922300,16681.0,0.0,16681.0
2025,BA,2922508,0.0,28961.0,-28961.0
2025,BA,2922656,2998815.0,27420.0,2971395.0
2025,BA,2922904,38955.0,0.0,38955.0
2025,BA,2923001,17142.0,3325.0,13817.0
2025,BA,2923035,30342.0,68.0,30274.0
2025,BA,2923209,102902.0,0.0,102902.0
2025,BA,2923357,0.0,17714.0,-17714.0
2025,BA,2923605,580410.0,0.0,580410.0
2025,BA,2923704,133535.0,0.0,133535.0
2025,BA,2923803,0.0,7847.0,-7847.0
2025,BA,2924009,6093.0,8486.0,-2393.0
2025,BA,2924306,58792.0,0.0,58792.0
2025,BA,2924504,0.0,165000.0,-165000.0
2025,BA,2924603,40652.0,0.0,40652.0
2025,BA,2924652,7238.0,0.0,7238.0
2025,BA,2925105,0.0,93982.0,-93982.0
2025,BA,2925204,1656563.0,63539.0,1593024.0
2025,BA,2925303,19711.0,163.0,19548.0
2025,BA,2925501,4100.0,39.0,4061.0
2025,BA,2925758,109100.0,0.0,109100.0
2025,BA,2925956,0.0,2300.0,-2300.0
2025,BA,2926103,43382.0,0.0,43382.0
2025,BA,2926202,742186.0,0.0,742186.0
2025,BA,2926301,37000.0,0.0,37000.0
2025,BA,2926509,46490.0,4175.0,42315.0
2025,BA,2926608,0.0,2950.0,-2950.0
2025,BA,2926657,0.0,37.0,-37.0
2025,BA,2926707,41330.0,0.0,41330.0
2025,BA,2927002,185056.0,0.0,185056.0
2025,BA,2927101,0.0,32350.0,-32350.0
2025,BA,2927200,325.0,140580.0,-140255.0
2025,BA,2927309,0.0,253.0,-253.0
2025,BA,2927408,40996.0,5323.0,35673.0
2025,BA,2927705,13000.0,0.0,13000.0
2025,BA,2928000,12756802.0,144958.0,12611844.0
2025,BA,2928059,77288.0,0.0,77288.0
2025,BA,2928208,86458.0,4766.0,81692.0
2025,BA,2928406,3.0,0.0,3.0
2025,BA,2928505,40000.0,2063.0,37937.0
2025,BA,2928604,260.0,0.0,260.0
2025,BA,2928703,64400.0,241064.0,-176664.0
2025,BA,2928802,69364.0,658.0,68706.0
2025,BA,2928901,2816215.0,4447.0,2811768.0
2025,BA,2929008,4330.0,6460.0,-2130.0
2025,BA,2929206,67587829.0,1198262.0,66389567.0
2025,BA,2929255,278820.0,12600.0,266220.0
2025,BA,2929305,129690.0,312348.0,-182658.0
2025,BA,2929503,21736.0,100826.0,-79090.0
2025,BA,2929602,0.0,65996.0,-65996.0
2025,BA,2929701,756086.0,0.0,756086.0
2025,BA,2929909,0.0,99025.0,-99025.0
2025,BA,2930105,0.0,905.0,-905.0
2025,BA,2930204,10260.0,6.0,10254.0
2025,BA,2930501,44964.0,84137.0,-39173.0
2025,BA,2930709,27236.0,6.0,27230.0
2025,BA,2930774,0.0,196.0,-196.0
2025,BA,2930907,0.0,18697.0,-18697.0
2025,BA,2931004,31770.0,43380.0,-11610.0
2025,BA,2931202,61914.0,0.0,61914.0
2025,BA,2931350,126.0,8205.0,-8079.0
2025,BA,2931707,0.0,62840.0,-62840.0
2025,BA,2931905,143661.0,47023.0,96638.0
2025,BA,2932002,28730.0,0.0,28730.0
2025,BA,2932101,2655.0,308798.0,-306143.0
2025,BA,2932408,0.0,1119.0,-1119.0
2025,BA,2932507,68508.0,536.0,67972.0
2025,BA,2932606,0.0,135.0,-135.0
2025,BA,2932705,0.0,2016.0,-2016.0
2025,BA,2932804,21603.0,0.0,21603.0
2025,BA,2932903,73400.0,500000.0,-426600.0
2025,BA,2933000,119919.0,360.0,119559.0
2025,BA,2933059,0.0,1747.0,-1747.0
2025,BA,2933158,2408.0,3.0,2405.0
2025,BA,2933174,0.0,3051.0,-3051.0
2025,BA,2933208,0.0,7900.0,-7900.0
2025,BA,2933307,2213.0,70897.0,-68684.0
2025,BA,2933604,155727.0,26.0,155701.0
2025,CE,2300150,148.0,8320.0,-8172.0
2025,CE,2300200,63740.0,77247.0,-13507.0
2025,CE,2300754,176012.0,5634.0,170378.0
2025,CE,2301000,159163.0,5492.0,153671.0
2025,CE,2301109,42449.0,134422.0,-91973.0
2025,CE,2301307,24805.0,0.0,24805.0
2025,CE,2301851,57785.0,0.0,57785.0
2025,CE,2301901,129.0,12002.0,-11873.0
2025,CE,2301950,256950.0,6000.0,250950.0
2025,CE,2302107,0.0,40973.0,-40973.0
2025,CE,2302206,16033.0,92400.0,-76367.0
2025,CE,2302305,0.0,22800.0,-22800.0
2025,CE,2302503,3652.0,3340.0,312.0
2025,CE,2302602,378667.0,0.0,378667.0
2025,CE,2302800,0.0,62490.0,-62490.0
2025,CE,2303105,151014.0,36295.0,114719.0
2025,CE,2303501,462211.0,34512.0,427699.0
2025,CE,2303709,14.0,13781.0,-13767.0
2025,CE,2304004,64263.0,0.0,64263.0
2025,CE,2304103,0.0,2948.0,-2948.0
2025,CE,2304202,489899.0,28432.0,461467.0
2025,CE,2304251,0.0,360.0,-360.0
2025,CE,2304285,162678.0,28903.0,133775.0
2025,CE,2304350,0.0,47444.0,-47444.0
2025,CE,2304400,60.0,1189.0,-1129.0
2025,CE,2304459,52500.0,3365.0,49135.0
2025,CE,2304509,14.0,0.0,14.0
2025,CE,2304707,14297.0,0.0,14297.0
2025,CE,2304905,0.0,180.0,-180.0
2025,CE,2304954,0.0,79472.0,-79472.0
2025,CE,2305233,1299.0,1224.0,75.0
2025,CE,2305357,43.0,1576.0,-1533.0
2025,CE,2305407,397009.0,9246604.0,-8849595.0
2025,CE,2305506,1782.0,10428.0,-8646.0
2025,CE,2306256,0.0,35200.0,-35200.0
2025,CE,2306306,1065.0,0.0,1065.0
2025,CE,2306405,11535.0,7884.0,3651.0
2025,CE,2306553,206681.0,758620.0,-551939.0
2025,CE,2306900,71375.0,97950.0,-26575.0
2025,CE,2307007,326340.0,44958.0,281382.0
2025,CE,2307254,0.0,937.0,-937.0
2025,CE,2307304,48.0,170.0,-122.0
2025,CE,2307403,131300.0,28412.0,102888.0
2025,CE,2307601,69984.0,3997.0,65987.0
2025,CE,2307650,3728.0,68622.0,-64894.0
2025,CE,2307700,3229.0,34000.0,-30771.0
2025,CE,2307809,1780.0,28842.0,-27062.0
2025,CE,2308005,14085.0,21798.0,-7713.0
2025,CE,2308104,0.0,12199.0,-12199.0
2025,CE,2308401,0.0,4864.0,-4864.0
2025,CE,2308708,124766.0,1755.0,123011.0
2025,CE,2308906,215242.0,0.0,215242.0
2025,CE,2309003,0.0,1805.0,-1805.0
2025,CE,2309607,7607.0,5784.0,1823.0
2025,CE,2309706,6448.0,470.0,5978.0
2025,CE,2310001,29132.0,0.0,29132.0
2025,CE,2310100,7.0,0.0,7.0
2025,CE,2310209,210.0,683.0,-473.0
2025,CE,2310258,657097.0,173533.0,483564.0
2025,CE,2310803,43434.0,228641.0,-185207.0
2025,CE,2311306,18.0,0.0,18.0
2025,CE,2311405,2002794.0,4875.0,1997919.0
2025,CE,2311504,7.0,2245.0,-2238.0
2025,CE,2311603,0.0,2830.0,-2830.0
2025,CE,2311801,97680.0,4450.0,93230.0
2025,CE,2312007,85100.0,0.0,85100.0
2025,CE,2312205,32016.0,86360.0,-54344.0
2025,CE,2312304,0.0,2499.0,-2499.0
2025,CE,2312403,19134009.0,896302.0,18237707.0
2025,CE,2312700,6904.0,82485.0,-75581.0
2025,CE,2312908,878839.0,1013.0,877826.0
2025,CE,2313005,1142.0,40500.0,-39358.0
2025,CE,2313104,0.0,1456.0,-1456.0
2025,CE,2313401,0.0,14417.0,-14417.0
2025,CE,2313500,33888.0,367.0,33521.0
2025,CE,2313609,346560.0,43943.0,302617.0
2025,CE,2313906,1766236.0,17172.0,1749064.0
2025,CE,2314003,0.0,27440.0,-27440.0
2025,CE,2314102,111252.0,86017.0,25235.0
2025,DF,5400108,4295.0,24058.0,-19763.0
2025,ES,3200102,282480.0,0.0,282480.0
2025,ES,3200136,34269.0,27819.0,6450.0
2025,ES,3200169,159910.0,5459.0,154451.0
2025,ES,3200300,30300.0,0.0,30300.0
2025,ES,3200409,10875812.0,7519746.0,3356066.0
2025,ES,3200508,0.0,36353.0,-36353.0
2025,ES,3200607,9832.0,21409.0,-11577.0
2025,ES,3200706,77246.0,69210.0,8036.0
2025,ES,3200805,159644.0,25361.0,134283.0
2025,ES,3200904,47797.0,169388.0,-121591.0
2025,ES,3201001,164700.0,0.0,164700.0
2025,ES,3201100,0.0,241.0,-241.0
2025,ES,3201159,293860.0,0.0,293860.0
2025,ES,3201209,1365406.0,187525.0,1177881.0
2025,ES,3201308,2087.0,129492.0,-127405.0
2025,ES,3201407,5013805.0,35425.0,4978380.0
2025,ES,3201506,6449.0,400.0,6049.0
2025,ES,3201704,34244.0,22392.0,11852.0
2025,ES,3201803,3072.0,0.0,3072.0
2025,ES,3201902,4993.0,0.0,4993.0
2025,ES,3202009,590040.0,0.0,590040.0
2025,ES,3202108,266418.0,0.0,266418.0
2025,ES,3202207,0.0,899.0,-899.0
2025,ES,3202256,188616.0,0.0,188616.0
2025,ES,3202306,1296.0,348.0,948.0
2025,ES,3202405,16.0,6000.0,-5984.0
2025,ES,3202454,0.0,1028.0,-1028.0
2025,ES,3202504,366131.0,36228.0,329903.0
2025,ES,3202603,0.0,412.0,-412.0
2025,ES,3202652,200640.0,0.0,200640.0
2025,ES,3202801,655768.0,6727.0,649041.0
2025,ES,3203007,174336.0,0.0,174336.0
2025,ES,3203056,160250.0,16800.0,143450.0
2025,ES,3203106,77559.0,33728.0,43831.0
2025,ES,3203130,5847438.0,9419.0,5838019.0
2025,ES,3203205,6443.0,20318.0,-13875.0
2025,ES,3203320,20.0,0.0,20.0
2025,ES,3203346,15120.0,2650.0,12470.0
2025,ES,3203403,55367.0,586378.0,-531011.0
2025,ES,3203700,384768.0,2155.0,382613.0
2025,ES,3203809,13265.0,915.0,12350.0
2025,ES,3203908,130.0,19385.0,-19255.0
2025,ES,3204005,65311.0,0.0,65311.0
2025,ES,3204104,3953.0,36560.0,-32607.0
2025,ES,3204203,132919.0,2165.0,130754.0
2025,ES,3204351,178248.0,23467.0,154781.0
2025,ES,3204401,27660.0,45824.0,-18164.0
2025,ES,3204500,253671.0,0.0,253671.0
2025,ES,3204559,32.0,1225.0,-1193.0
2025,ES,3204609,3525.0,0.0,3525.0
2025,ES,3204658,91080.0,455.0,90625.0
2025,ES,3204708,865040.0,24.0,865016.0
2025,ES,3204906,125300.0,39.0,125261.0
2025,ES,3204955,84776.0,0.0,84776.0
2025,ES,3205002,127.0,44539.0,-44412.0
2025,ES,3205010,53109.0,767724.0,-714615.0
2025,ES,3205036,18109.0,6251.0,11858.0
2025,ES,3205069,34133.0,50929.0,-16796.0
2025,ES,3205101,1156074.0,148.0,1155926.0
2025,ES,3205150,182188.0,0.0,182188.0
2025,ES,3205176,358338.0,0.0,358338.0
2025,ES,3205200,124.0,50239.0,-50115.0
2025,ES,3205309,602.0,1523.0,-921.0
2025,EX,9300000,16.0,200.0,-184.0
2025,GO,5300050,474.0,26.0,448.0
2025,GO,5300100,1539.0,38796.0,-37257.0
2025,GO,5300134,846410.0,86640.0,759770.0
2025,GO,5300258,0.0,5172.0,-5172.0
2025,GO,5300308,945.0,12847.0,-11902.0
2025,GO,5300555,25340982.0,1187380.0,24153602.0
2025,GO,5300605,991.0,63.0,928.0
2025,GO,5301108,19844.0,17690.0,2154.0
2025,GO,5301405,25620.0,229996.0,-204376.0
2025,GO,5301504,1345165.0,0.0,1345165.0
2025,GO,5301801,2450.0,25696.0,-23246.0
2025,GO,5302601,26.0,0.0,26.0
2025,GO,5303203,6177545.0,1073.0,6176472.0
2025,GO,5303302,2159.0,301600.0,-299441.0
2025,GO,5303500,0.0,162000.0,-162000.0
2025,GO,5303906,0.0,690.0,-690.0
2025,GO,5304003,240274.0,243.0,240031.0
2025,GO,5304102,131217.0,0.0,131217.0
2025,GO,5304250,0.0,87712.0,-87712.0
2025,GO,5304300,11000000.0,0.0,11000000.0
2025,GO,5304409,45002.0,0.0,45002.0
2025,GO,5304508,5400.0,33.0,5367.0
2025,GO,5304854,0.0,689541.0,-689541.0
2025,GO,5304953,4190.0,0.0,4190.0
2025,GO,5305000,74.0,12600.0,-12526.0
2025,GO,5305109,9858.0,10130156.0,-10120298.0
2025,GO,5305307,0.0,35849.0,-35849.0
2025,GO,5305406,0.0,5000.0,-5000.0
2025,GO,5305455,0.0,119383.0,-119383.0
2025,GO,5305471,693508.0,65824.0,627684.0
2025,GO,5305497,13145.0,13600.0,-455.0
2025,GO,5305513,0.0,3851.0,-3851.0
2025,GO,5306206,374327.0,3175.0,371152.0
2025,GO,5306404,4339124.0,26817.0,4312307.0
2025,GO,5307352,0.0,501780.0,-501780.0
2025,GO,5307402,1081382.0,34.0,1081348.0
2025,GO,5308004,1367.0,684188.0,-682821.0
2025,GO,5308400,0.0,2497.0,-2497.0
2025,GO,5308608,509096.0,12481.0,496615.0
2025,GO,5308707,3460547.0,46394.0,3414153.0
2025,GO,5308806,123845.0,3794.0,120051.0
2025,GO,5309101,1126744.0,150.0,1126594.0
2025,GO,5309291,0.0,2568.0,-2568.0
2025,GO,5309705,45790.0,133315.0,-87525.0
2025,GO,5309903,0.0,365000.0,-365000.0
2025,GO,5309952,12.0,268472.0,-268460.0
2025,GO,5310000,900016.0,12171.0,887845.0
2025,GO,5310109,63673.0,18124.0,45549.0
2025,GO,5310208,18.0,1095.0,-1077.0
2025,GO,5310406,440.0,145988.0,-145548.0
2025,GO,5310562,138.0,0.0,138.0
2025,GO,5311503,211620.0,2449.0,209171.0
2025,GO,5311701,997.0,0.0,997.0
2025,GO,5311800,430.0,3425.0,-2995.0
2025,GO,5311909,1867.0,46460.0,-44593.0
2025,GO,5312501,67601.0,45025.0,22576.0
2025,GO,5312808,6796295.0,118980.0,6677315.0
2025,GO,5313087,965363.0,16453.0,948910.0
2025,GO,5313103,32190.0,85165.0,-52975.0
2025,GO,5313707,0.0,1754.0,-1754.0
2025,GO,5313756,1856991.0,1671.0,1855320.0
2025,GO,5313806,0.0,4.0,-4.0
2025,GO,5314002,113474.0,3028.0,110446.0
2025,GO,5314408,478076.0,45000.0,433076.0
2025,GO,5314507,13543.0,49065.0,-35522.0
2025,GO,5314606,1926268.0,2046.0,1924222.0
2025,GO,5314838,115775.0,0.0,115775.0
2025,GO,5314879,0.0,57534.0,-57534.0
2025,GO,5314903,8.0,13770.0,-13762.0
2025,GO,5315009,47900.0,364395.0,-316495.0
2025,GO,5315231,267.0,0.0,267.0
2025,GO,5315306,69581.0,68572.0,1009.0
2025,GO,5315504,6082277.0,52404.0,6029873.0
2025,GO,5315702,69296.0,77.0,69219.0
2025,GO,5316403,2168450.0,0.0,2168450.0
2025,GO,5316452,5778336.0,0.0,5778336.0
2025,GO,5317302,6390.0,78396.0,-72006.0
2025,GO,5317401,928848.0,41445.0,887403.0
2025,GO,5317609,1274.0,1280.0,-6.0
2025,GO,5317708,99.0,3703.0,-3604.0
2025,GO,5318003,20202.0,1425.0,18777.0
2025,GO,5318300,0.0,1308770.0,-1308770.0
2025,GO,5318508,1357786.0,45068.0,1312718.0
2025,GO,5318607,0.0,15600.0,-15600.0
2025,GO,5318706,305.0,0.0,305.0
2025,GO,5318789,0.0,507.0,-507.0
2025,GO,5318805,498654.0,661.0,497993.0
2025,GO,5318904,628668.0,32804.0,595864.0
2025,GO,5319001,7427.0,0.0,7427.0
2025,GO,5319258,249874.0,0.0,249874.0
2025,GO,5319308,459189.0,0.0,459189.0
2025,GO,5319704,0.0,22384.0,-22384.0
2025,GO,5319738,146.0,43832.0,-43686.0
2025,GO,5319753,0.0,2024.0,-2024.0
2025,GO,5319803,0.0,18000.0,-18000.0
2025,GO,5320009,86627.0,0.0,86627.0
2025,GO,5320108,108602.0,16830.0,91772.0
2025,GO,5320405,660000.0,253498.0,406502.0
2025,GO,5320454,54384.0,1381.0,53003.0
2025,GO,5320504,663185.0,0.0,663185.0
2025,GO,5320603,7731.0,10938.0,-3207.0
2025,GO,5321197,2026.0,4000.0,-1974.0
2025,GO,5321304,0.0,159250.0,-159250.0
2025,GO,5321403,109781.0,675.0,109106.0
2025,GO,5321502,0.0,2043.0,-2043.0
2025,GO,5321551,0.0,46781.0,-46781.0
2025,GO,5321601,2399.0,9658.0,-7259.0
2025,GO,5321700,0.0,1900.0,-1900.0
2025,GO,5321858,142.0,2300.0,-2158.0
2025,GO,5322005,0.0,1202.0,-1202.0
2025,MA,2100055,73175.0,5730.0,67445.0
2025,MA,2100501,165870.0,0.0,165870.0
2025,MA,2100808,4785600.0,0.0,4785600.0
2025,MA,2101202,6036.0,0.0,6036.0
2025,MA,2101400,281001.0,15476.0,265525.0
2025,MA,2101608,0.0,1370.0,-1370.0
2025,MA,2103000,0.0,1072939.0,-1072939.0
2025,MA,2103208,0.0,13045.0,-13045.0
2025,MA,2103307,0.0,156585.0,-156585.0
2025,MA,2103752,0.0,9.0,-9.0
2025,MA,2104057,17732.0,67.0,17665.0
2025,MA,2104206,0.0,136997.0,-136997.0
2025,MA,2104305,17946554.0,24977.0,17921577.0
2025,MA,2104552,107433.0,3555.0,103878.0
2025,MA,2104800,0.0,144157.0,-144157.0
2025,MA,2105153,1816042.0,0.0,1816042.0
2025,MA,2105302,683832.0,475.0,683357.0
2025,MA,2105427,0.0,3545.0,-3545.0
2025,MA,2105807,51993.0,0.0,51993.0
2025,MA,2106755,0.0,1843.0,-1843.0
2025,MA,2107506,0.0,23956.0,-23956.0
2025,MA,2108207,10000.0,400.0,9600.0
2025,MA,2108454,0.0,14403.0,-14403.0
2025,MA,2108603,594295.0,0.0,594295.0
2025,MA,2109007,8451156.0,9828.0,8441328.0
2025,MA,2109106,0.0,18750.0,-18750.0
2025,MA,2109452,62.0,0.0,62.0
2025,MA,2109502,1230129.0,0.0,1230129.0
2025,MA,2109601,0.0,693811.0,-693811.0
2025,MA,2109700,2532125.0,0.0,2532125.0
2025,MA,2109908,0.0,2102.0,-2102.0
2025,MA,2110302,55115.0,522.0,54593.0
2025,MA,2110658,1868416.0,0.0,1868416.0
2025,MA,2110708,0.0,31890.0,-31890.0
2025,MA,2110807,176972.0,0.0,176972.0
2025,MA,2111201,81.0,504.0,-423.0
2025,MA,2111300,136.0,17012.0,-16876.0
2025,MA,2111532,128050.0,0.0,128050.0
2025,MA,2112001,3804411.0,975314.0,2829097.0
2025,MA,2112209,71304.0,5364.0,65940.0
2025,MA,2112506,23089.0,0.0,23089.0
2025,MG,3100203,0.0,23486.0,-23486.0
2025,MG,3101201,4341.0,2163.0,2178.0
2025,MG,3101409,373030.0,254638.0,118392.0
2025,MG,3101508,0.0,28578.0,-28578.0
2025,MG,3101607,690000.0,135.0,689865.0
2025,MG,3101706,1025.0,101109.0,-100084.0
2025,MG,3101805,22258.0,0.0,22258.0
2025,MG,3101904,0.0,2377.0,-2377.0
